#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
    23   0.949870E+03   0.155390E+01   0.162395E-02   0.155390E+01   0.796609E-02  -0.174190E-05   0.162395E-02  -0.174190E-05   0.143401E-06
    24   0.964219E+03   0.158907E+01   0.157746E-02   0.158907E+01   0.902069E-02  -0.143125E-05   0.157746E-02  -0.143125E-05   0.144376E-06
    25   0.978884E+03   0.162809E+01   0.153336E-02   0.162809E+01   0.104294E-01  -0.108993E-05   0.153336E-02  -0.108993E-05   0.145222E-06
    26   0.993733E+03   0.167402E+01   0.149144E-02   0.167402E+01   0.121416E-01  -0.744155E-06   0.149144E-02  -0.744155E-06   0.145949E-06
    27   0.100893E+04   0.172509E+01   0.145152E-02   0.172509E+01   0.140900E-01  -0.420118E-06   0.145152E-02  -0.420118E-06   0.146566E-06
    28   0.102427E+04   0.177948E+01   0.141336E-02   0.177948E+01   0.162382E-01  -0.144020E-06   0.141336E-02  -0.144020E-06   0.147081E-06
    29   0.103991E+04   0.183474E+01   0.137679E-02   0.183474E+01   0.185772E-01   0.579387E-07   0.137679E-02   0.579387E-07   0.147504E-06
    30   0.105587E+04   0.188672E+01   0.134158E-02   0.188672E+01   0.211132E-01   0.159560E-06   0.134158E-02   0.159560E-06   0.147844E-06
    31   0.107194E+04   0.193159E+01   0.130756E-02   0.193159E+01   0.238453E-01   0.143106E-06   0.130756E-02   0.143106E-06   0.148108E-06
    32   0.108827E+04   0.196624E+01   0.127468E-02   0.196624E+01   0.267574E-01   0.246967E-07   0.127468E-02   0.246967E-07   0.148301E-06
    33   0.110493E+04   0.198759E+01   0.124291E-02   0.198759E+01   0.298213E-01  -0.171088E-06   0.124291E-02  -0.171088E-06   0.148428E-06
    34   0.112184E+04   0.199382E+01   0.121223E-02   0.199382E+01   0.330232E-01  -0.419667E-06   0.121223E-02  -0.419667E-06   0.148490E-06
    35   0.113900E+04   0.198531E+01   0.118260E-02   0.198531E+01   0.363697E-01  -0.696458E-06   0.118260E-02  -0.696458E-06   0.148494E-06
    36   0.115633E+04   0.196231E+01   0.115401E-02   0.196231E+01   0.398863E-01  -0.976880E-06   0.115401E-02  -0.976880E-06   0.148441E-06
    37   0.117375E+04   0.192613E+01   0.112642E-02   0.192613E+01   0.436191E-01  -0.123635E-05   0.112642E-02  -0.123635E-05   0.148336E-06
    38   0.119148E+04   0.187998E+01   0.109982E-02   0.187998E+01   0.476149E-01  -0.145029E-05   0.109982E-02  -0.145029E-05   0.148183E-06
    39   0.120953E+04   0.182492E+01   0.107416E-02   0.182492E+01   0.518747E-01  -0.159412E-05   0.107416E-02  -0.159412E-05   0.147984E-06
    40   0.122766E+04   0.176128E+01   0.104943E-02   0.176128E+01   0.563932E-01  -0.164325E-05   0.104943E-02  -0.164325E-05   0.147745E-06
    41   0.124601E+04   0.168911E+01   0.102561E-02   0.168911E+01   0.611732E-01  -0.158102E-05   0.102561E-02  -0.158102E-05   0.147468E-06
    42   0.126437E+04   0.160815E+01   0.100265E-02   0.160815E+01   0.662279E-01  -0.142240E-05   0.100265E-02  -0.142240E-05   0.147156E-06
    43   0.128289E+04   0.151811E+01   0.980521E-03   0.151811E+01   0.715728E-01  -0.119026E-05   0.980521E-03  -0.119026E-05   0.146810E-06
    44   0.130140E+04   0.141957E+01   0.959199E-03   0.141957E+01   0.772090E-01  -0.907483E-06   0.959199E-03  -0.907483E-06   0.146432E-06
    45   0.132028E+04   0.131320E+01   0.938646E-03   0.131320E+01   0.831476E-01  -0.596955E-06   0.938646E-03  -0.596955E-06   0.146025E-06
    46   0.133945E+04   0.119727E+01   0.918830E-03   0.119727E+01   0.893962E-01  -0.281553E-06   0.918830E-03  -0.281553E-06   0.145591E-06
    47   0.135877E+04   0.107045E+01   0.899717E-03   0.107045E+01   0.959341E-01   0.158404E-07   0.899717E-03   0.158404E-07   0.145131E-06
    48   0.137816E+04   0.934144E+00   0.881276E-03   0.934144E+00   0.102741E+00   0.272346E-06   0.881276E-03   0.272346E-06   0.144647E-06
    49   0.139768E+04   0.789154E+00   0.863473E-03   0.789154E+00   0.109773E+00   0.465084E-06   0.863473E-03   0.465084E-06   0.144141E-06
    50   0.141756E+04   0.629514E+00   0.846276E-03   0.629514E+00   0.116980E+00   0.571173E-06   0.846276E-03   0.571173E-06   0.143616E-06
    51   0.143758E+04   0.448815E+00   0.829653E-03   0.448815E+00   0.124319E+00   0.574804E-06   0.829653E-03   0.574804E-06   0.143073E-06
    52   0.145796E+04   0.244540E+00   0.813582E-03   0.244540E+00   0.131902E+00   0.488451E-06   0.813582E-03   0.488451E-06   0.142512E-06
    53   0.147834E+04   0.169932E-01   0.798041E-03   0.169932E-01   0.139913E+00   0.331658E-06   0.798041E-03   0.331658E-06   0.141936E-06
    54   0.149864E+04  -0.225554E+00   0.783009E-03  -0.225554E+00   0.148381E+00   0.123969E-06   0.783009E-03   0.123969E-06   0.141344E-06
    55   0.151909E+04  -0.474714E+00   0.768465E-03  -0.474714E+00   0.157321E+00  -0.115069E-06   0.768465E-03  -0.115069E-06   0.140739E-06
    56   0.153991E+04  -0.729241E+00   0.754387E-03  -0.729241E+00   0.166613E+00  -0.365912E-06   0.754387E-03  -0.365912E-06   0.140120E-06
    57   0.156105E+04  -0.990150E+00   0.740756E-03  -0.990150E+00   0.176124E+00  -0.609017E-06   0.740756E-03  -0.609017E-06   0.139489E-06
    58   0.158249E+04  -0.126025E+01   0.727548E-03  -0.126025E+01   0.185822E+00  -0.824837E-06   0.727548E-03  -0.824837E-06   0.138846E-06
    59   0.160410E+04  -0.154239E+01   0.714743E-03  -0.154239E+01   0.195708E+00  -0.993828E-06   0.714743E-03  -0.993828E-06   0.138193E-06
    60   0.162588E+04  -0.183795E+01   0.702321E-03  -0.183795E+01   0.205795E+00  -0.109645E-05   0.702321E-03  -0.109645E-05   0.137530E-06
    61   0.164813E+04  -0.214780E+01   0.690258E-03  -0.214780E+01   0.216151E+00  -0.111901E-05   0.690258E-03  -0.111901E-05   0.136858E-06
    62   0.167025E+04  -0.247298E+01   0.678531E-03  -0.247298E+01   0.226786E+00  -0.107131E-05   0.678531E-03  -0.107131E-05   0.136178E-06
    63   0.169246E+04  -0.281421E+01   0.667114E-03  -0.281421E+01   0.237697E+00  -0.968978E-06   0.667114E-03  -0.968978E-06   0.135491E-06
    64   0.171506E+04  -0.317244E+01   0.655983E-03  -0.317244E+01   0.248931E+00  -0.827675E-06   0.655983E-03  -0.827675E-06   0.134798E-06
    65   0.173767E+04  -0.354801E+01   0.645111E-03  -0.354801E+01   0.260500E+00  -0.663047E-06   0.645111E-03  -0.663047E-06   0.134098E-06
    66   0.176057E+04  -0.393875E+01   0.634475E-03  -0.393875E+01   0.272363E+00  -0.490739E-06   0.634475E-03  -0.490739E-06   0.133393E-06
    67   0.178363E+04  -0.434145E+01   0.624050E-03  -0.434145E+01   0.284509E+00  -0.326402E-06   0.624050E-03  -0.326402E-06   0.132684E-06
    68   0.180713E+04  -0.475392E+01   0.613809E-03  -0.475392E+01   0.296957E+00  -0.185682E-06   0.613809E-03  -0.185682E-06   0.131971E-06
    69   0.183084E+04  -0.517392E+01   0.603728E-03  -0.517392E+01   0.309643E+00  -0.842267E-07   0.603728E-03  -0.842267E-07   0.131254E-06
    70   0.185491E+04  -0.560261E+01   0.593782E-03  -0.560261E+01   0.322586E+00  -0.376852E-07   0.593782E-03  -0.376852E-07   0.130536E-06
    71   0.187919E+04  -0.604212E+01   0.583953E-03  -0.604212E+01   0.335759E+00  -0.571887E-07   0.583953E-03  -0.571887E-07   0.129815E-06
    72   0.190369E+04  -0.649438E+01   0.574258E-03  -0.649438E+01   0.349147E+00  -0.135804E-06   0.574258E-03  -0.135804E-06   0.129093E-06
    73   0.192832E+04  -0.696082E+01   0.564719E-03  -0.696082E+01   0.362735E+00  -0.262080E-06   0.564719E-03  -0.262080E-06   0.128370E-06
    74   0.195309E+04  -0.744138E+01   0.555359E-03  -0.744138E+01   0.376529E+00  -0.424567E-06   0.555359E-03  -0.424567E-06   0.127646E-06
    75   0.197809E+04  -0.793537E+01   0.546203E-03  -0.793537E+01   0.390557E+00  -0.611816E-06   0.546203E-03  -0.611816E-06   0.126921E-06
    76   0.200324E+04  -0.844274E+01   0.537273E-03  -0.844274E+01   0.404835E+00  -0.812376E-06   0.537273E-03  -0.812376E-06   0.126195E-06
    77   0.202862E+04  -0.896290E+01   0.528592E-03  -0.896290E+01   0.419345E+00  -0.101480E-05   0.528592E-03  -0.101480E-05   0.125469E-06
    78   0.205430E+04  -0.949658E+01   0.520184E-03  -0.949658E+01   0.434102E+00  -0.120763E-05   0.520184E-03  -0.120763E-05   0.124743E-06
    79   0.208015E+04  -0.100393E+02   0.512071E-03  -0.100393E+02   0.449039E+00  -0.137942E-05   0.512071E-03  -0.137942E-05   0.124016E-06
    80   0.210631E+04  -0.105919E+02   0.504279E-03  -0.105919E+02   0.464146E+00  -0.151873E-05   0.504279E-03  -0.151873E-05   0.123290E-06
    81   0.213271E+04  -0.111543E+02   0.496820E-03  -0.111543E+02   0.479363E+00  -0.161675E-05   0.496820E-03  -0.161675E-05   0.122564E-06
    82   0.215943E+04  -0.117256E+02   0.489678E-03  -0.117256E+02   0.494705E+00  -0.167530E-05   0.489678E-03  -0.167530E-05   0.121839E-06
    83   0.218639E+04  -0.123055E+02   0.482826E-03  -0.123055E+02   0.510142E+00  -0.169885E-05   0.482826E-03  -0.169885E-05   0.121115E-06
    84   0.221366E+04  -0.128923E+02   0.476238E-03  -0.128923E+02   0.525667E+00  -0.169189E-05   0.476238E-03  -0.169189E-05   0.120392E-06
    85   0.224109E+04  -0.134874E+02   0.469887E-03  -0.134874E+02   0.541250E+00  -0.165887E-05   0.469887E-03  -0.165887E-05   0.119671E-06
    86   0.226874E+04  -0.140897E+02   0.463747E-03  -0.140897E+02   0.556898E+00  -0.160427E-05   0.463747E-03  -0.160427E-05   0.118951E-06
    87   0.229685E+04  -0.146984E+02   0.457793E-03  -0.146984E+02   0.572574E+00  -0.153256E-05   0.457793E-03  -0.153256E-05   0.118233E-06
    88   0.232496E+04  -0.153131E+02   0.451996E-03  -0.153131E+02   0.588284E+00  -0.144821E-05   0.451996E-03  -0.144821E-05   0.117518E-06
    89   0.235343E+04  -0.159351E+02   0.446333E-03  -0.159351E+02   0.604008E+00  -0.135570E-05   0.446333E-03  -0.135570E-05   0.116805E-06
    90   0.238213E+04  -0.165613E+02   0.440775E-03  -0.165613E+02   0.619699E+00  -0.125949E-05   0.440775E-03  -0.125949E-05   0.116095E-06
    91   0.241097E+04  -0.171922E+02   0.435301E-03  -0.171922E+02   0.635344E+00  -0.116339E-05   0.435301E-03  -0.116339E-05   0.115388E-06
    92   0.244010E+04  -0.178272E+02   0.429906E-03  -0.178272E+02   0.650931E+00  -0.106855E-05   0.429906E-03  -0.106855E-05   0.114684E-06
    93   0.246953E+04  -0.184663E+02   0.424589E-03  -0.184663E+02   0.666455E+00  -0.975437E-06   0.424589E-03  -0.975437E-06   0.113984E-06
    94   0.249902E+04  -0.191082E+02   0.419350E-03  -0.191082E+02   0.681881E+00  -0.884530E-06   0.419350E-03  -0.884530E-06   0.113286E-06
    95   0.252881E+04  -0.197537E+02   0.414186E-03  -0.197537E+02   0.697213E+00  -0.796303E-06   0.414186E-03  -0.796303E-06   0.112592E-06
    96   0.255860E+04  -0.204021E+02   0.409098E-03  -0.204021E+02   0.712440E+00  -0.711234E-06   0.409098E-03  -0.711234E-06   0.111902E-06
    97   0.258883E+04  -0.210529E+02   0.404085E-03  -0.210529E+02   0.727550E+00  -0.629798E-06   0.404085E-03  -0.629798E-06   0.111214E-06
    98   0.261928E+04  -0.217039E+02   0.399146E-03  -0.217039E+02   0.742538E+00  -0.552472E-06   0.399146E-03  -0.552472E-06   0.110531E-06
    99   0.264981E+04  -0.223582E+02   0.394279E-03  -0.223582E+02   0.757370E+00  -0.479730E-06   0.394279E-03  -0.479730E-06   0.109850E-06
   100   0.268064E+04  -0.230114E+02   0.389484E-03  -0.230114E+02   0.772050E+00  -0.412049E-06   0.389484E-03  -0.412049E-06   0.109174E-06
   101   0.271162E+04  -0.236666E+02   0.384761E-03  -0.236666E+02   0.786640E+00  -0.349905E-06   0.384761E-03  -0.349905E-06   0.108501E-06
   102   0.274313E+04  -0.243217E+02   0.380107E-03  -0.243217E+02   0.800994E+00  -0.293774E-06   0.380107E-03  -0.293774E-06   0.107832E-06
   103   0.277456E+04  -0.249775E+02   0.375523E-03  -0.249775E+02   0.815191E+00  -0.244132E-06   0.375523E-03  -0.244132E-06   0.107166E-06
   104   0.280623E+04  -0.256312E+02   0.371008E-03  -0.256312E+02   0.829234E+00  -0.201454E-06   0.371008E-03  -0.201454E-06   0.106505E-06
   105   0.283805E+04  -0.262843E+02   0.366560E-03  -0.262843E+02   0.843050E+00  -0.166218E-06   0.366560E-03  -0.166218E-06   0.105847E-06
   106   0.287010E+04  -0.269362E+02   0.362180E-03  -0.269362E+02   0.856719E+00  -0.138897E-06   0.362180E-03  -0.138897E-06   0.105193E-06
   107   0.290208E+04  -0.275856E+02   0.357865E-03  -0.275856E+02   0.870093E+00  -0.119970E-06   0.357865E-03  -0.119970E-06   0.104543E-06
   108   0.293444E+04  -0.282332E+02   0.353615E-03  -0.282332E+02   0.883252E+00  -0.109911E-06   0.353615E-03  -0.109911E-06   0.103898E-06
   109   0.296697E+04  -0.288777E+02   0.349430E-03  -0.288777E+02   0.896123E+00  -0.109196E-06   0.349430E-03  -0.109196E-06   0.103256E-06
   110   0.299958E+04  -0.295178E+02   0.345308E-03  -0.295178E+02   0.908710E+00  -0.118302E-06   0.345308E-03  -0.118302E-06   0.102619E-06
   111   0.303235E+04  -0.301549E+02   0.341249E-03  -0.301549E+02   0.921089E+00  -0.137445E-06   0.341249E-03  -0.137445E-06   0.101986E-06
   112   0.306528E+04  -0.307883E+02   0.337252E-03  -0.307883E+02   0.933186E+00  -0.165808E-06   0.337252E-03  -0.165808E-06   0.101357E-06
   113   0.309844E+04  -0.314164E+02   0.333318E-03  -0.314164E+02   0.945000E+00  -0.202313E-06   0.333318E-03  -0.202313E-06   0.100732E-06
   114   0.313169E+04  -0.320385E+02   0.329446E-03  -0.320385E+02   0.956454E+00  -0.245884E-06   0.329446E-03  -0.245884E-06   0.100112E-06
   115   0.316518E+04  -0.326544E+02   0.325638E-03  -0.326544E+02   0.967695E+00  -0.295444E-06   0.325638E-03  -0.295444E-06   0.994959E-07
   116   0.319867E+04  -0.332633E+02   0.321892E-03  -0.332633E+02   0.978501E+00  -0.349916E-06   0.321892E-03  -0.349916E-06   0.988841E-07
   117   0.323247E+04  -0.338644E+02   0.318209E-03  -0.338644E+02   0.988943E+00  -0.408224E-06   0.318209E-03  -0.408224E-06   0.982765E-07
   118   0.326643E+04  -0.344584E+02   0.314589E-03  -0.344584E+02   0.999169E+00  -0.469289E-06   0.314589E-03  -0.469289E-06   0.976732E-07
   119   0.330039E+04  -0.350430E+02   0.311032E-03  -0.350430E+02   0.100903E+01  -0.532037E-06   0.311032E-03  -0.532037E-06   0.970742E-07
   120   0.333452E+04  -0.356181E+02   0.307538E-03  -0.356181E+02   0.101837E+01  -0.595388E-06   0.307538E-03  -0.595388E-06   0.964795E-07
   121   0.336865E+04  -0.361837E+02   0.304107E-03  -0.361837E+02   0.102749E+01  -0.658268E-06   0.304107E-03  -0.658268E-06   0.958891E-07
   122   0.340286E+04  -0.367388E+02   0.300739E-03  -0.367388E+02   0.103610E+01  -0.719599E-06   0.300739E-03  -0.719599E-06   0.953029E-07
   123   0.343715E+04  -0.372836E+02   0.297434E-03  -0.372836E+02   0.104426E+01  -0.778304E-06   0.297434E-03  -0.778304E-06   0.947210E-07
   124   0.347152E+04  -0.378148E+02   0.294193E-03  -0.378148E+02   0.105204E+01  -0.833306E-06   0.294193E-03  -0.833306E-06   0.941435E-07
   125   0.350590E+04  -0.383347E+02   0.291015E-03  -0.383347E+02   0.105938E+01  -0.883528E-06   0.291015E-03  -0.883528E-06   0.935702E-07
   126   0.354036E+04  -0.388425E+02   0.287900E-03  -0.388425E+02   0.106634E+01  -0.927895E-06   0.287900E-03  -0.927895E-06   0.930012E-07
   127   0.357482E+04  -0.393373E+02   0.284849E-03  -0.393373E+02   0.107278E+01  -0.965327E-06   0.284849E-03  -0.965327E-06   0.924365E-07
   128   0.360928E+04  -0.398183E+02   0.281861E-03  -0.398183E+02   0.107883E+01  -0.994750E-06   0.281861E-03  -0.994750E-06   0.918762E-07
   129   0.364382E+04  -0.402847E+02   0.278936E-03  -0.402847E+02   0.108436E+01  -0.101509E-05   0.278936E-03  -0.101509E-05   0.913201E-07
   130   0.367837E+04  -0.407357E+02   0.276075E-03  -0.407357E+02   0.108936E+01  -0.102526E-05   0.276075E-03  -0.102526E-05   0.907684E-07
   131   0.371291E+04  -0.411728E+02   0.273278E-03  -0.411728E+02   0.109398E+01  -0.102452E-05   0.273278E-03  -0.102452E-05   0.902209E-07
   132   0.374754E+04  -0.415928E+02   0.270541E-03  -0.415928E+02   0.109806E+01  -0.101345E-05   0.270541E-03  -0.101345E-05   0.896778E-07
   133   0.378209E+04  -0.419982E+02   0.267863E-03  -0.419982E+02   0.110169E+01  -0.992948E-06   0.267863E-03  -0.992948E-06   0.891389E-07
   134   0.381665E+04  -0.423845E+02   0.265241E-03  -0.423845E+02   0.110487E+01  -0.963929E-06   0.265241E-03  -0.963929E-06   0.886043E-07
   135   0.385121E+04  -0.427546E+02   0.262673E-03  -0.427546E+02   0.110751E+01  -0.927296E-06   0.262673E-03  -0.927296E-06   0.880739E-07
   136   0.388563E+04  -0.431048E+02   0.260156E-03  -0.431048E+02   0.110961E+01  -0.883956E-06   0.260156E-03  -0.883956E-06   0.875476E-07
   137   0.392005E+04  -0.434375E+02   0.257687E-03  -0.434375E+02   0.111127E+01  -0.834817E-06   0.257687E-03  -0.834817E-06   0.870256E-07
   138   0.395440E+04  -0.437511E+02   0.255264E-03  -0.437511E+02   0.111239E+01  -0.780784E-06   0.255264E-03  -0.780784E-06   0.865076E-07
   139   0.398854E+04  -0.440448E+02   0.252885E-03  -0.440448E+02   0.111312E+01  -0.722766E-06   0.252885E-03  -0.722766E-06   0.859937E-07
   140   0.402275E+04  -0.443196E+02   0.250547E-03  -0.443196E+02   0.111326E+01  -0.661668E-06   0.250547E-03  -0.661668E-06   0.854839E-07
   141   0.405675E+04  -0.445731E+02   0.248247E-03  -0.445731E+02   0.111286E+01  -0.598397E-06   0.248247E-03  -0.598397E-06   0.849781E-07
   142   0.409076E+04  -0.448061E+02   0.245983E-03  -0.448061E+02   0.111200E+01  -0.533860E-06   0.245983E-03  -0.533860E-06   0.844764E-07
   143   0.412470E+04  -0.450186E+02   0.243753E-03  -0.450186E+02   0.111068E+01  -0.468964E-06   0.243753E-03  -0.468964E-06   0.839786E-07
   144   0.415842E+04  -0.452100E+02   0.241554E-03  -0.452100E+02   0.110883E+01  -0.404616E-06   0.241554E-03  -0.404616E-06   0.834848E-07
   145   0.419200E+04  -0.453794E+02   0.239383E-03  -0.453794E+02   0.110660E+01  -0.341723E-06   0.239383E-03  -0.341723E-06   0.829949E-07
   146   0.422567E+04  -0.455269E+02   0.237238E-03  -0.455269E+02   0.110377E+01  -0.281191E-06   0.237238E-03  -0.281191E-06   0.825089E-07
   147   0.425897E+04  -0.456511E+02   0.235116E-03  -0.456511E+02   0.110054E+01  -0.223927E-06   0.235116E-03  -0.223927E-06   0.820268E-07
   148   0.429214E+04  -0.457534E+02   0.233015E-03  -0.457534E+02   0.109679E+01  -0.170838E-06   0.233015E-03  -0.170838E-06   0.815486E-07
   149   0.432524E+04  -0.458323E+02   0.230933E-03  -0.458323E+02   0.109258E+01  -0.122831E-06   0.230933E-03  -0.122831E-06   0.810741E-07
   150   0.435805E+04  -0.458858E+02   0.228866E-03  -0.458858E+02   0.108798E+01  -0.808128E-07   0.228866E-03  -0.808128E-07   0.806034E-07
   151   0.439072E+04  -0.459166E+02   0.226813E-03  -0.459166E+02   0.108293E+01  -0.454722E-07   0.226813E-03  -0.454722E-07   0.801365E-07
   152   0.442311E+04  -0.459234E+02   0.224774E-03  -0.459234E+02   0.107734E+01  -0.166291E-07   0.224774E-03  -0.166291E-07   0.796734E-07
   153   0.445535E+04  -0.459039E+02   0.222750E-03  -0.459039E+02   0.107138E+01   0.611458E-08   0.222750E-03   0.611458E-08   0.792139E-07
   154   0.448738E+04  -0.458603E+02   0.220739E-03  -0.458603E+02   0.106503E+01   0.231568E-07   0.220739E-03   0.231568E-07   0.787582E-07
   155   0.451919E+04  -0.457918E+02   0.218743E-03  -0.457918E+02   0.105830E+01   0.348954E-07   0.218743E-03   0.348954E-07   0.783061E-07
   156   0.455063E+04  -0.456985E+02   0.216763E-03  -0.456985E+02   0.105118E+01   0.417285E-07   0.216763E-03   0.417285E-07   0.778576E-07
   157   0.458200E+04  -0.455789E+02   0.214798E-03  -0.455789E+02   0.104369E+01   0.440540E-07   0.214798E-03   0.440540E-07   0.774128E-07
   158   0.461308E+04  -0.454336E+02   0.212849E-03  -0.454336E+02   0.103590E+01   0.422698E-07   0.212849E-03   0.422698E-07   0.769716E-07
   159   0.464385E+04  -0.452627E+02   0.210916E-03  -0.452627E+02   0.102765E+01   0.367740E-07   0.210916E-03   0.367740E-07   0.765339E-07
   160   0.467440E+04  -0.450647E+02   0.209000E-03  -0.450647E+02   0.101910E+01   0.279644E-07   0.209000E-03   0.279644E-07   0.760998E-07
   161   0.470472E+04  -0.448409E+02   0.207101E-03  -0.448409E+02   0.101032E+01   0.162392E-07   0.207101E-03   0.162392E-07   0.756692E-07
   162   0.473474E+04  -0.445915E+02   0.205219E-03  -0.445915E+02   0.100116E+01   0.199611E-08   0.205219E-03   0.199611E-08   0.752421E-07
   163   0.476461E+04  -0.443150E+02   0.203355E-03  -0.443150E+02   0.991705E+00  -0.143668E-07   0.203355E-03  -0.143668E-07   0.748185E-07
   164   0.479402E+04  -0.440127E+02   0.201510E-03  -0.440127E+02   0.982022E+00  -0.324515E-07   0.201510E-03  -0.324515E-07   0.743984E-07
   165   0.482327E+04  -0.436824E+02   0.199682E-03  -0.436824E+02   0.972039E+00  -0.518601E-07   0.199682E-03  -0.518601E-07   0.739816E-07
   166   0.485221E+04  -0.433257E+02   0.197874E-03  -0.433257E+02   0.961905E+00  -0.721946E-07   0.197874E-03  -0.721946E-07   0.735683E-07
   167   0.488092E+04  -0.429433E+02   0.196084E-03  -0.429433E+02   0.951399E+00  -0.930571E-07   0.196084E-03  -0.930571E-07   0.731584E-07
   168   0.490917E+04  -0.425328E+02   0.194315E-03  -0.425328E+02   0.940893E+00  -0.114050E-06   0.194315E-03  -0.114050E-06   0.727518E-07
   169   0.493711E+04  -0.420943E+02   0.192565E-03  -0.420943E+02   0.930089E+00  -0.134774E-06   0.192565E-03  -0.134774E-06   0.723486E-07
   170   0.496473E+04  -0.416294E+02   0.190836E-03  -0.416294E+02   0.919213E+00  -0.154833E-06   0.190836E-03  -0.154833E-06   0.719487E-07
   171   0.499189E+04  -0.411356E+02   0.189127E-03  -0.411356E+02   0.908263E+00  -0.173827E-06   0.189127E-03  -0.173827E-06   0.715520E-07
   172   0.501866E+04  -0.406145E+02   0.187439E-03  -0.406145E+02   0.897168E+00  -0.191360E-06   0.187439E-03  -0.191360E-06   0.711587E-07
   173   0.504496E+04  -0.400661E+02   0.185773E-03  -0.400661E+02   0.885927E+00  -0.207033E-06   0.185773E-03  -0.207033E-06   0.707685E-07
   174   0.507094E+04  -0.394904E+02   0.184129E-03  -0.394904E+02   0.874838E+00  -0.220448E-06   0.184129E-03  -0.220448E-06   0.703816E-07
   175   0.509652E+04  -0.388866E+02   0.182506E-03  -0.388866E+02   0.863605E+00  -0.231208E-06   0.182506E-03  -0.231208E-06   0.699979E-07
   176   0.512156E+04  -0.382547E+02   0.180906E-03  -0.382547E+02   0.852452E+00  -0.239005E-06   0.180906E-03  -0.239005E-06   0.696174E-07
   177   0.514620E+04  -0.375962E+02   0.179329E-03  -0.375962E+02   0.841304E+00  -0.243903E-06   0.179329E-03  -0.243903E-06   0.692400E-07
   178   0.517037E+04  -0.369096E+02   0.177772E-03  -0.369096E+02   0.830385E+00  -0.246055E-06   0.177772E-03  -0.246055E-06   0.688657E-07
   179   0.519408E+04  -0.361949E+02   0.176236E-03  -0.361949E+02   0.819399E+00  -0.245614E-06   0.176236E-03  -0.245614E-06   0.684945E-07
